98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    50614    0.022    0.000    0.022    0.000 coordinate_with_side.py:7(__init__)
      576    0.022    0.000    0.635    0.001 collections.py:349(draw)
      870    0.022    0.000    0.024    0.000 _function_base_impl.py:1324(diff)
    58960    0.022    0.000    0.022    0.000 path.py:211(vertices)
    22464    0.022    0.000    0.022    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
     1072    0.022    0.000    0.101    0.000 bezier.py:247(polynomial_coefficients)
8640/4320    0.021    0.000    0.175    0.000 transforms.py:2458(inverted)
    12721    0.021    0.000    0.262    0.000 font_manager.py:906(copy)
     9944    0.021    0.000    0.137    0.000 fromnumeric.py:2400(any)
    12133    0.021    0.000    0.038    0.000 lines.py:1424(set_solid_capstyle)
      876    0.021    0.000    0.281    0.000 axis.py:2802(get_tick_space)
     2304    0.021    0.000    0.123    0.000 core.py:3097(__array_wrap__)
     9259    0.021    0.000    0.027    0.000 city_util.py:50(cities_for_position)
     6242    0.021    0.000    0.054    0.000 axis.py:730(_get_axis_name)
     7764    0.021    0.000    0.092    0.000 transforms.py:1843(frozen)
    84122    0.021    0.000    0.021    0.000 multiarray.py:1089(copyto)
     8814    0.021    0.000    0.034    0.000 shape_base.py:23(atleast_1d)
     3374    0.021    0.000    0.876    0.000 _base.py:226(__call__)
    22464    0.021    0.000    0.021    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
     1448    0.020    0.000    0.028    0.000 _base.py:2945(<listcomp>)
    11643    0.020    0.000    0.041    0.000 font_manager.py:729(set_family)
     4464    0.020    0.000    1.179    0.000 backend_agg.py:94(draw_path)
    32988    0.020    0.000    0.048    0.000 {built-in method builtins.all}
      438    0.020    0.000    0.051    0.000 ticker.py:803(_set_format)
     1164    0.020    0.000    0.024    0.000 ticker.py:1925(scale_range)
    10014    0.020    0.000    0.342    0.000 axis.py:1744(update_units)
    10709    0.019    0.000    0.035    0.000 text.py:1000(set_horizontalalignment)
    12133    0.019    0.000    0.036    0.000 lines.py:1376(set_solid_joinstyle)
    10003    0.019    0.000    0.498    0.000 transforms.py:2425(transform_affine)
    21054    0.019    0.000    0.019    0.000 tile.py:53(get_river_ends)
     4652    0.019    0.000    0.023    0.000 getlimits.py:487(__new__)
    48740    0.019    0.000    0.019    0.000 artist.py:1125(sticky_edges)
2042/1181    0.019    0.000    5.684    0.005 axis.py:1591(_get_tick)
     6521    0.019    0.000    0.039    0.000 font_manager.py:743(set_style)
    13919    0.019    0.000    0.060    0.000 core.py:609(filled)
    22103    0.018    0.000    0.118    0.000 tile.py:116(<lambda>)
     7194    0.018    0.000    0.040    0.000 _ufunc_config.py:410(__enter__)
    25011    0.018    0.000    0.031    0.000 _stride_tricks_impl.py:549(<genexpr>)
    24194    0.018    0.000    0.025    0.000 cbook.py:1903(_str_equal)
    12133    0.018    0.000    0.034    0.000 lines.py:1246(set_markeredgewidth)
     4468    0.018    0.000    0.195    0.000 transforms.py:1810(transform_path_affine)
    84718    0.018    0.000    0.018    0.000 {built-in method builtins.callable}
     1190    0.018    0.000    0.157    0.000 axis.py:329(_apply_params)
      135    0.018    0.000    0.036    0.000 _tensor.py:1030(__rdiv__)
     1687    0.018    0.000    1.541    0.001 _axes.py:1534(plot)
      135    0.018    0.000    0.018    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
    12133    0.018    0.000    0.021    0.000 lines.py:1261(set_markersize)
     4320    0.018    0.000    0.088    0.000 _axes.py:903(_check_no_units)
      288    0.018    0.000    1.155    0.004 contour.py:1411(draw)
     6310    0.018    0.000    0.018    0.000 {built-in method numpy.arange}
     4377    0.017    0.000    0.046    0.000 transforms.py:2685(__init__)
     3066    0.017    0.000    0.017    0.000 transforms.py:2914(_interval_contains_close)
    29201    0.017    0.000    0.163    0.000 tile.py:114(<lambda>)
11777/11485    0.017    0.000    0.017    0.000 {built-in method _abc._abc_subclasscheck}
    15144    0.017    0.000    0.017    0.000 cbook.py:2368(_is_jax_array)
    10170    0.017    0.000    0.043    0.000 tokenize.py:429(_tokenize)
    35510    0.017    0.000    0.017    0.000 transforms.py:1768(<lambda>)
    23800    0.017    0.000    0.017    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1672    0.017    0.000    0.030    0.000 Image.py:542(_new)
    66046    0.017    0.000    0.017    0.000 numeric.py:59(_zeros_like_dispatcher)
     7444    0.017    0.000    0.017    0.000 tile_fitter.py:12(grass_fits)
     4320    0.017    0.000    0.200    0.000 core.py:8342(asarray)
      135    0.017    0.000    0.017    0.000 {built-in method torch._foreach_div_}
    86400    0.017    0.000    0.017    0.000 transforms.py:1377(depth)
    23616    0.017    0.000    0.017    0.000 core.py:3459(shape)
      146    0.016    0.000    6.243    0.043 _base.py:3005(_update_title_position)
     1166    0.016    0.000    0.091    0.000 transforms.py:463(transformed)
      438    0.016    0.000    0.347    0.001 axis.py:1533(get_minorticklocs)
        4    0.016    0.004    0.016    0.004 {built-in method _imp.create_dynamic}
    12945    0.016    0.000    0.018    0.000 text.py:1265(set_text)
        2    0.016    0.008    2.375    1.187 helper_plotting.py:339(plot_network)
3312/2160    0.016    0.000    0.514    0.000 colors.py:1441(autoscale_None)
9074/8786    0.016    0.000    0.436    0.000 transforms.py:1583(get_matrix)
    17052    0.016    0.000    0.025    0.000 transforms.py:2318(get_matrix)
    44742    0.016    0.000    0.016    0.000 multiarray.py:750(dot)
    37715    0.016    0.000    0.016    0.000 {built-in method builtins.delattr}
     2190    0.016    0.000    0.718    0.000 lines.py:1337(update_from)
     7584    0.016    0.000    0.021    0.000 transforms.py:341(intervaly)
     5904    0.016    0.000    0.066    0.000 backend_bases.py:879(set_clip_path)
    11380    0.016    0.000    0.022    0.000 cbook.py:1914(_str_lower_equal)
    28368    0.016    0.000    0.022    0.000 core.py:1385(getmask)
     5655    0.016    0.000    0.060    0.000 text.py:1030(set_linespacing)
     2144    0.016    0.000    0.068    0.000 _function_base_impl.py:2468(_vectorize_call)
     5805    0.015    0.000    0.036    0.000 text.py:1217(set_rotation)
     4608    0.015    0.000    0.075    0.000 lines.py:716(_transform_path)
     1008    0.015    0.000    0.729    0.001 cm.py:532(norm)
    68192    0.015    0.000    0.015    0.000 multiarray.py:83(empty_like)
     8640    0.015    0.000    0.196    0.000 transforms.py:2787(get_transformed_path_and_affine)
      135    0.015    0.000    0.015    0.000 {built-in method torch.ones_like}
     5904    0.015    0.000    0.084    0.000 artist.py:920(_set_gc_clip)
     3744    0.015    0.000    0.022    0.000 collections.py:860(_set_mappable_flags)
     1340    0.015    0.000    0.029    0.000 bezier.py:208(__call__)
    12133    0.015    0.000    0.049    0.000 lines.py:505(set_pickradius)
    12133    0.015    0.000    0.018    0.000 lines.py:1046(set_antialiased)
    42081    0.015    0.000    0.015    0.000 {method 'copy' of 'list' objects}
  583/154    0.015    0.000    1.660    0.011 axis.py:394(__init__)
     2144    0.015    0.000    0.039    0.000 _function_base_impl.py:2399(_get_ufunc_and_otypes)
    24723    0.015    0.000    0.015    0.000 _stride_tricks_impl.py:553(<genexpr>)
  288/144    0.015    0.000   12.492    0.087 image.py:114(_draw_list_compositing_images)
     3950    0.014    0.000    0.026    0.000 _base.py:855(_request_autoscale_view)
     1834    0.014    0.000    0.027    0.000 transforms.py:626(translated)
    10291    0.014    0.000    0.029    0.000 transforms.py:2430(transform_non_affine)
    17587    0.014    0.000    0.014    0.000 {built-in method math.cos}
    13838    0.014    0.000    0.138    0.000 transforms.py:1882(inverted)
      582    0.014    0.000    0.014    0.000 ticker.py:2051(_staircase)
     1340    0.014    0.000    0.025    0.000 bezier.py:199(__init__)
      576    0.014    0.000    0.147    0.000 core.py:2356(masked_invalid)
    69512    0.014    0.000    0.014    0.000 meeple_util.py:14(<lambda>)
    11487    0.014    0.000    0.048    0.000 artist.py:1040(set_visible)
     3744    0.014    0.000    0.135    0.000 core.py:6779(array)
     6521    0.014    0.000    0.030    0.000 font_manager.py:756(set_variant)
     4922    0.014    0.000    0.056    0.000 _base.py:73(wrapper)
    15175    0.013    0.000    0.019    0.000 transforms.py:252(y0)
     1687    0.013    0.000    0.628    0.000 _base.py:332(_makeline)
 1156/726    0.013    0.000    4.308    0.006 axis.py:1134(set_clip_path)
     4719    0.013    0.000    0.013    0.000 {built-in method posix.stat}
    12133    0.013    0.000    0.111    0.000 lines.py:1226(set_markerfacecolor)
     6499    0.013    0.000    0.050    0.000 artist.py:1109(set_zorder)
    59197    0.013    0.000    0.013    0.000 transforms.py:1819(get_affine)
     8854    0.013    0.000    0.019    0.000 spines.py:565(__getitem__)
     4084    0.013    0.000    0.187    0.000 lines.py:1188(set_marker)
     3875    0.013    0.000    0.057    0.000 artist.py:998(set_alpha)
    26561    0.013    0.000    0.013    0.000 coordinate.py:3(__init__)
     1440    0.013    0.000    0.059    0.000 collections.py:571(set_linewidth)
     2880    0.013    0.000    0.041    0.000 collections.py:677(_bcast_lwls)
     3177    0.013    0.000    1.155    0.000 axis.py:234(set_clip_path)
     1459    0.013    0.000    0.076    0.000 _base.py:1020(get_yaxis_text1_transform)
    13931    0.013    0.000    0.013    0.000 fromnumeric.py:91(<dictcomp>)
     4800    0.012    0.000    0.038    0.000 tile_fitter.py:26(cities_fit)
     7785    0.012    0.000    0.066    0.000 {method 'any' of 'numpy.ndarray' objects}
     1044    0.012    0.000    0.062    0.000 font_manager.py:1238(findfont)
      270    0.012    0.000    0.012    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
    10155    0.012    0.000    0.030    0.000 _collections_abc.py:868(__iter__)
    18019    0.012    0.000    0.012    0.000 {built-in method math.radians}
     7632    0.012    0.000    0.012    0.000 {method 'set' of 'ContextVar' objects}
     3744    0.012    0.000    0.012    0.000 {method 'take' of 'numpy.ndarray' objects}
      135    0.012    0.000    0.012    0.000 {built-in method torch._foreach_lerp_}
     8183    0.012    0.000    0.043    0.000 _base.py:2603(<listcomp>)
      135    0.012    0.000    0.012    0.000 {built-in method torch._foreach_addcmul_}
     6460    0.012    0.000    0.058    0.000 fromnumeric.py:2925(min)
    12133    0.012    0.000    0.017    0.000 lines.py:1105(set_gapcolor)
    16848    0.012    0.000    0.064    0.000 core.py:1352(make_mask_descr)
     5805    0.012    0.000    0.014    0.000 text.py:298(set_rotation_mode)
     4794    0.012    0.000    0.015    0.000 transforms.py:332(intervalx)
    15048    0.012    0.000    0.022    0.000 text.py:1206(set_y)
     7194    0.012    0.000    0.012    0.000 _ufunc_config.py:400(__init__)
     3650    0.012    0.000    0.012    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      134    0.012    0.000    0.538    0.004 _base.py:2419(_update_patch_limits)
    17904    0.011    0.000    0.032    0.000 __init__.py:1303(_val_or_rc)
     4064    0.011    0.000    0.064    0.000 axis.py:720(_get_shared_axes)
      893    0.011    0.000    2.909    0.003 action_util.py:11(get_possible_actions)
     1633    0.011    0.000    0.831    0.001 state_updater.py:66(remove_meeples_and_update_score)
     4608    0.011    0.000    0.015    0.000 markers.py:266(__bool__)
     8063    0.011    0.000    0.025    0.000 _shape_base_impl.py:618(_column_stack_dispatcher)
     1314    0.011    0.000    0.011    0.000 {method 'round' of 'numpy.ndarray' objects}
     6192    0.011    0.000    0.061    0.000 core.py:1568(_shrink_mask)
7699/2930    0.011    0.000    1.317    0.000 _base.py:912(get_xaxis_transform)
     1459    0.011    0.000    0.152    0.000 axis.py:483(_apply_tickdir)
     2712    0.011    0.000    0.027    0.000 text.py:1282(_preprocess_math)
     2680    0.011    0.000    0.011    0.000 {method 'outer' of 'numpy.ufunc' objects}
   3656/8    0.011    0.000    1.137    0.142 <frozen importlib._bootstrap>:1002(_find_and_load)
  684/414    0.011    0.000    2.328    0.006 Image.py:885(convert)
      432    0.011    0.000    0.505    0.001 backend_agg.py:186(draw_text)
     4620    0.011    0.000    0.108    0.000 fromnumeric.py:2178(clip)
      288    0.011    0.000    0.557    0.002 contour.py:1439(_process_args)
     2304    0.011    0.000    0.575    0.000 artist.py:1226(_cm_set)
      294    0.011    0.000    3.118    0.011 axis.py:870(clear)
     4468    0.011    0.000    0.396    0.000 transforms.py:1612(transform_path_affine)
    29201    0.011    0.000    0.011    0.000 connection.py:7(__init__)
     5040    0.011    0.000    0.014    0.000 core.py:3471(__setmask__)
    24429    0.010    0.000    0.010    0.000 __init__.py:78(<genexpr>)
    17420    0.010    0.000    0.010    0.000 transforms.py:1767(<lambda>)
     7464    0.010    0.000    0.063    0.000 {method 'min' of 'numpy.ndarray' objects}
     1164    0.010    0.000    0.527    0.000 ticker.py:2173(tick_values)
      438    0.010    0.000    0.036    0.000 ticker.py:730(_compute_offset)
     1152    0.010    0.000    0.012    0.000 transforms.py:2506(get_matrix)
     2144    0.010    0.000    0.013    0.000 _twodim_base_impl.py:242(diag)
      805    0.010    0.000    0.012    0.000 state_updater.py:34(play_meeple)
      821    0.010    0.000    0.437    0.001 possible_move_finder.py:22(possible_meeple_actions)
     2144    0.010    0.000    0.019    0.000 shape_base.py:290(hstack)
     6416    0.010    0.000    0.177    0.000 font_manager.py:622(_from_any)
    12133    0.010    0.000    0.015    0.000 lines.py:550(set_markevery)
     5488    0.010    0.000    0.062    0.000 text.py:1098(set_fontsize)
     8928    0.010    0.000    0.085    0.000 lines.py:731(_get_transformed_path)
     1761    0.010    0.000    0.142    0.000 artist.py:857(_fully_clipped_to_axes)
    10210    0.010    0.000    0.073    0.000 axis.py:320(_set_artist_props)
     6811    0.010    0.000    0.018    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
     3168    0.010    0.000    0.048    0.000 core.py:3813(filled)
     5655    0.010    0.000    0.022    0.000 text.py:1320(set_usetex)
     8937    0.010    0.000    0.061    0.000 _methods.py:58(_any)
     8928    0.010    0.000    0.047    0.000 transforms.py:2803(get_affine)
      270    0.010    0.000    0.010    0.000 {built-in method torch._foreach_add_}
      288    0.010    0.000    0.023    0.000 figure.py:3013(set_size_inches)
     6318    0.010    0.000    0.049    0.000 fromnumeric.py:2781(max)
     6521    0.010    0.000    0.019    0.000 font_manager.py:795(set_stretch)
    17587    0.010    0.000    0.010    0.000 {built-in method math.sin}
      582    0.010    0.000    0.067    0.000 ticker.py:2057(set_params)
      294    0.010    0.000    0.037    0.000 ticker.py:2036(_validate_steps)
    10343    0.010    0.000    0.016    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
     7194    0.010    0.000    0.010    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
    28814    0.010    0.000    0.010    0.000 transforms.py:2129(get_matrix)
    29482    0.010    0.000    0.010    0.000 patches.py:811(rotation_point)
