98922941 function calls (84103311 primitive calls) in 94.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       82    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 optimizer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ring_series.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decompositions.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       12    0.000    0.000    0.000    0.000 symbol.py:319(__new__)
        1    0.000    0.000    0.000    0.000 densetools.py:1(<module>)
       24    0.000    0.000    0.000    0.000 lazy.py:153(_create_realize_and_forward)
        1    0.000    0.000    0.000    0.000 hadamard.py:1(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:354(<genexpr>)
       21    0.000    0.000    0.000    0.000 re.py:203(sub)
        1    0.000    0.000    0.002    0.002 polyoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _normalizations.py:3(<module>)
        6    0.000    0.000    0.000    0.000 transforms.py:1711(__init__)
        9    0.000    0.000    0.000    0.000 autograd.py:28(Metadata)
        2    0.000    0.000    0.000    0.000 rationaltools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
       25    0.000    0.000    0.000    0.000 polyoptions.py:62(__init__)
        2    0.000    0.000    0.000    0.000 pyplot.py:271(install_repl_displayhook)
       10    0.000    0.000    0.000    0.000 trace_rules.py:2945(__call__)
        1    0.000    0.000    0.000    0.000 msvc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:278(select_matching_signature)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_keyset_full}
        4    0.000    0.000    0.000    0.000 _ops.py:144(py_functionalize_impl)
        1    0.000    0.000    0.001    0.001 version.py:4(<module>)
        1    0.000    0.000    0.236    0.236 builtins.py:1(<module>)
       12    0.000    0.000    0.000    0.000 storage.py:674(__new__)
        2    0.000    0.000    0.372    0.186 figure.py:3513(tight_layout)
       12    0.000    0.000    0.000    0.000 storage.py:766(__init__)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 convert.py:1(<module>)
        7    0.000    0.000    0.001    0.000 iostream.py:577(_schedule_flush)
        1    0.000    0.000    0.017    0.017 immutable.py:1(<module>)
        2    0.000    0.000    3.440    1.720 animation.py:207(saving)
        1    0.000    0.000    0.001    0.001 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.006    0.006 symbolic_caffe2.py:3(<module>)
        6    0.000    0.000    0.000    0.000 init.py:345(_calculate_fan_in_and_fan_out)
       23    0.000    0.000    0.000    0.000 traitlets.py:1641(observe)
        1    0.000    0.000    0.001    0.001 lambdarepr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:1(<module>)
        3    0.000    0.000    0.056    0.019 figure.py:727(subplots)
        9    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 linalg.py:3(<module>)
        1    0.000    0.000    0.001    0.001 itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 patches.py:2302(__new__)
        1    0.000    0.000    0.000    0.000 appellseqs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hatch.py:207(<listcomp>)
        1    0.000    0.000    0.000    0.000 _unshard_param_utils.py:2(<module>)
        2    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:418(bernoulli)
        1    0.000    0.000    0.000    0.000 kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:3(<module>)
        1    0.000    0.000    0.016    0.016 _tokenizer.py:1(<module>)
       12    0.000    0.000    0.000    0.000 basic.py:256(__hash__)
        1    0.000    0.000    0.000    0.000 replicate.py:3(<module>)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:101(<lambda>)
        1    0.000    0.000    0.001    0.001 libhyper.py:1(<module>)
       11    0.000    0.000    0.000    0.000 traitlets.py:1280(__new__)
        1    0.000    0.000    0.001    0.001 cache_size.py:2(<module>)
        1    0.000    0.000    0.005    0.005 _fsdp_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 assume.py:1(<module>)
        1    0.000    0.000    0.071    0.071 placement_types.py:4(<module>)
        1    0.000    0.000    0.002    0.002 fft.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2318(readprofile)
        1    0.000    0.000    0.000    0.000 smtlib.py:25(SMTLibPrinter)
        1    0.000    0.000    0.004    0.004 _entry_points.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        6    0.000    0.000    0.000    0.000 _utils.py:172(_rebuild_tensor)
        1    0.000    0.000    0.000    0.000 _redistribute.py:3(<module>)
        3    0.000    0.000    0.000    0.000 _base.py:3190(set_axisbelow)
        1    0.000    0.000    0.000    0.000 runtime_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 init.py:2(<module>)
        1    0.000    0.000    0.000    0.000 subfield.py:1(<module>)
       11    0.000    0.000    0.286    0.026 __init__.py:896(device_count)
        1    0.000    0.000    0.006    0.006 resume_execution.py:2(<module>)
        1    0.000    0.000    0.001    0.001 archive_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ask.py:1(<module>)
        2    0.000    0.000    0.002    0.001 inverse.py:1(<module>)
       16    0.000    0.000    0.001    0.000 legend_handler.py:83(_default_update_prop)
       37    0.000    0.000    0.000    0.000 core.py:13(dispatch)
        1    0.000    0.000    0.001    0.001 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:475(_create_)
        1    0.000    0.000    0.000    0.000 constant.py:3(<module>)
       18    0.000    0.000    0.000    0.000 offsetbox.py:486(<listcomp>)
        1    0.000    0.000    0.001    0.001 chunk_sharding_spec.py:2(<module>)
        1    0.000    0.000    0.000    0.000 config.py:32(InlineBackend)
        1    0.000    0.000    0.001    0.001 special.py:1(<module>)
      100    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       10    0.000    0.000    0.000    0.000 simple_registry.py:46(__init__)
        1    0.000    0.000    0.000    0.000 galoistools.py:1(<module>)
       82    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        1    0.000    0.000    0.008    0.008 specifiers.py:4(<module>)
      154    0.000    0.000    0.000    0.000 _adapters.py:105(redent)
        3    0.000    0.000    0.002    0.001 _base.py:1216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 compile_utils.py:4(<module>)
        9    0.000    0.000    0.001    0.000 custom_ops.py:796(get_library_allowing_overwrite)
        1    0.000    0.000    0.003    0.003 backend_inline.py:161(configure_inline_support)
        1    0.000    0.000    0.006    0.006 reshard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _reductions_impl.py:3(<module>)
       29    0.000    0.000    0.000    0.000 singleton.py:100(register)
        1    0.000    0.000    0.002    0.002 _ndarray.py:3(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:183(FSDPParam)
       28    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:883(_resolve_name)
        1    0.000    0.000    0.000    0.000 _reqs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:348(shuffle)
        1    0.000    0.000    0.001    0.001 contract.py:2(<module>)
       34    0.000    0.000    0.000    0.000 libmpf.py:491(from_rational)
        9    0.000    0.000    0.007    0.001 pyplot.py:348(_get_backend_mod)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:2(<module>)
       17    0.000    0.000    0.000    0.000 ctx_iv.py:407(_mpq)
       28    0.000    0.000    0.000    0.000 _internal.py:115(register_artifact_log)
       14    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
       44    0.000    0.000    0.000    0.000 colors.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy.py:161(_populate)
       89    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
        3    0.000    0.000    0.010    0.003 pyplot.py:547(new_figure_manager)
       18    0.000    0.000    0.000    0.000 numbers.py:1944(__gt__)
        1    0.000    0.000    0.000    0.000 subclass_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:2(<module>)
        4    0.000    0.000    0.016    0.004 <frozen importlib._bootstrap_external>:1171(create_module)
        1    0.000    0.000    0.000    0.000 ctx_fp.py:12(FPContext)
        1    0.000    0.000    0.000    0.000 symbolic_opset17.py:3(<module>)
       10    0.000    0.000    0.000    0.000 simple_registry.py:30(find)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
       80    0.000    0.000    0.000    0.000 _ndarray.py:85(create_method)
        3    0.000    0.000    0.000    0.000 gridspec.py:736(__init__)
        3    0.000    0.000    0.001    0.000 _base.py:788(set_subplotspec)
      112    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 functional_utils.py:2(<module>)
       18    0.000    0.000    0.000    0.000 offsetbox.py:489(<listcomp>)
        1    0.000    0.000    0.000    0.000 _device.py:2(<module>)
        2    0.000    0.000    0.001    0.000 hatch.py:199(get_path)
        1    0.000    0.000    0.000    0.000 cse_main.py:1(<module>)
       66    0.000    0.000    0.000    0.000 decorators.py:12(_sympifyit)
        1    0.000    0.000    0.016    0.016 _parser.py:1(<module>)
       29    0.000    0.000    0.000    0.000 core.py:17(__setattr__)
       24    0.000    0.000    0.000    0.000 traitlets.py:1873(_get_trait_default_generator)
       11    0.000    0.000    0.000    0.000 _deprecation.py:14(deprecated)
        2    0.000    0.000    0.000    0.000 _version.py:55(__init__)
        6    0.000    0.000    0.000    0.000 hatch.py:125(__init__)
        2    0.000    0.000    0.000    0.000 legend.py:646(set_loc)
        1    0.000    0.000    0.001    0.001 _embedding_ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:91(Mul)
        4    0.000    0.000    0.001    0.000 _pytree.py:967(tree_map_)
        2    0.000    0.000    0.000    0.000 _adapters.py:112(<listcomp>)
       23    0.000    0.000    0.000    0.000 traitlets.py:727(_cross_validate)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:102(<lambda>)
        1    0.000    0.000    0.000    0.000 linsolve.py:29(<module>)
       38    0.000    0.000    0.000    0.000 typing_extensions.py:1884(__hash__)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       55    0.000    0.000    0.000    0.000 _builtins.py:148(_get_builtin_table)
        1    0.000    0.000    0.001    0.001 matpow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 basis.py:1(<module>)
        3    0.000    0.000    0.000    0.000 figure.py:714(_add_axes_internal)
        3    0.000    0.000    0.000    0.000 intfunc.py:162(igcd)
        2    0.000    0.000    0.000    0.000 basic.py:2090(_exec_constructor_postprocessors)
        8    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 _sharding_prop.py:53(__init__)
        1    0.000    0.000    0.003    0.003 pylabtools.py:243(select_figure_formats)
        1    0.000    0.000    0.000    0.000 sets.py:44(Set)
        1    0.000    0.000    0.000    0.000 solve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 comptime.py:9(<module>)
        1    0.000    0.000    0.001    0.001 recording.py:2(<module>)
        1    0.000    0.000    0.001    0.001 accumulationbounds.py:14(AccumulationBounds)
        1    0.000    0.000    0.000    0.000 base.py:118(VariableTracker)
        1    0.000    0.000    0.000    0.000 conditionset.py:1(<module>)
       37    0.000    0.000    0.001    0.000 trace_rules.py:3177(_module_dir)
       18    0.000    0.000    0.000    0.000 builder.py:339(<genexpr>)
       23    0.000    0.000    0.000    0.000 traitlets.py:3997(validate)
        1    0.000    0.000    1.123    1.123 optimizer.py:343(__init__)
       12    0.000    0.000    0.000    0.000 _python_dispatch.py:357(is_traceable_wrapper_subclass)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:1927(_namedtuple_mro_entries)
       12    0.000    0.000    0.000    0.000 gridspec.py:766(update)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bivariate.py:1(<module>)
        1    0.000    0.000    0.113    0.113 _fsdp_extensions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contract.py:71(inner)
       21    0.000    0.000    0.000    0.000 traitlets.py:591(default)
        1    0.000    0.000    0.000    0.000 registry.py:3(<module>)
        2    0.000    0.000    0.000    0.000 patches.py:3889(__init__)
        2    0.000    0.000    0.000    0.000 _musllinux.py:1(<module>)
        1    0.000    0.000    0.001    0.001 test_operators.py:2(<module>)
       10    0.000    0.000    0.000    0.000 formatters.py:511(pop)
       96    0.000    0.000    0.000    0.000 traitlets.py:225(__call__)
       26    0.000    0.000    0.000    0.000 offsetbox.py:119(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:626(cleandoc)
        1    0.000    0.000    0.000    0.000 rootoftools.py:1048(RootSum)
        1    0.000    0.000    0.001    0.001 codecache.py:3143(CUDACodeCache)
        1    0.000    0.000    0.001    0.001 checkpoint_activation.py:3(<module>)
      108    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        9    0.000    0.000    0.001    0.000 assume.py:175(__new__)
        3    0.000    0.000    0.000    0.000 figure.py:907(clear)
       14    0.000    0.000    0.000    0.000 dispatcher.py:113(__init__)
        1    0.000    0.000    0.000    0.000 codeprinter.py:53(CodePrinter)
        1    0.000    0.000    0.000    0.000 powsimp.py:1(<module>)
        2    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:2(<module>)
       84    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:96(FSDPParamGroup)
        1    0.000    0.000    0.000    0.000 _api.py:215(DTensor)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 serialization.py:1830(find_class)
        1    0.000    0.000    0.000    0.000 ddm.py:102(DDM)
        1    0.000    0.000    0.000    0.000 glsl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 init.py:72(calculate_gain)
        1    0.000    0.000    0.000    0.000 functional.py:2(<module>)
        5    0.000    0.000    0.000    0.000 _compatibility.py:26(mark_not_back_compat)
        1    0.000    0.000    0.000    0.000 power.py:22(Pow)
        4    0.000    0.000    0.000    0.000 __init__.py:947(read_text)
        1    0.000    0.000    0.072    0.072 _dtensor_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quaternion.py:58(Quaternion)
        2    0.000    0.000    0.000    0.000 getlimits.py:688(__init__)
        1    0.000    0.000    0.000    0.000 pycode.py:78(AbstractPythonCodePrinter)
        1    0.000    0.000    0.000    0.000 _functional_collectives_impl.py:2(<module>)
       37    0.000    0.000    0.000    0.000 utils.py:286(<genexpr>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:925(clear)
        1    0.000    0.000    0.002    0.002 jit_utils.py:2(<module>)
        1    0.000    0.000    0.096    0.096 _shard_utils.py:2(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:131(deprecate)
        1    0.000    0.000    0.041    0.041 _diagnostic.py:2(<module>)
        1    0.000    0.000    0.084    0.084 polyfuncs.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _trigonometric_special.py:1(<module>)
        1    0.000    0.000    0.001    0.001 registration.py:2(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:150(__init__)
        1    0.000    0.000    0.000    0.000 complexes.py:20(re)
        1    0.000    0.000    0.000    0.000 _dispatch.py:124(__init__)
       28    0.000    0.000    0.000    0.000 decorators.py:262(<genexpr>)
        1    0.000    0.000    0.081    0.081 _conv_ops.py:4(<module>)
       43    0.000    0.000    0.000    0.000 dataclasses.py:523(<genexpr>)
        2    0.000    0.000    0.000    0.000 legend.py:1290(_parse_legend_args)
       48    0.000    0.000    0.000    0.000 core.py:108(is_builtin)
      154    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       63    0.000    0.000    0.000    0.000 inspect.py:2275(<lambda>)
        6    0.000    0.000    0.000    0.000 _utils.py:733(_get_device_attr)
        1    0.000    0.000    0.001    0.001 domain.py:1(<module>)
        8    0.000    0.000    0.000    0.000 offsetbox.py:458(<listcomp>)
        1    0.000    0.000    0.004    0.004 comparison.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.007    0.002 pyplot.py:524(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.002    0.002 singularity_functions.py:1(<module>)
       96    0.000    0.000    0.000    0.000 traitlets.py:222(__init__)
        1    0.000    0.000    0.000    0.000 extrapolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:348(VariableBuilder)
        4    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        1    0.000    0.000    0.001    0.001 assumptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:1(<module>)
       23    0.000    0.000    0.000    0.000 traitlets.py:1570(_add_notifiers)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        2    0.000    0.000    0.001    0.001 metadata.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:364(<dictcomp>)
       34    0.000    0.000    0.000    0.000 traitlets.py:194(parse_notifier_name)
        1    0.000    0.000    0.000    0.000 recurr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parameter.py:40(__new__)
        6    0.000    0.000    0.004    0.001 serialization.py:580(default_restore_location)
        1    0.000    0.000    0.000    0.000 symbol.py:2(<module>)
        1    0.000    0.000    0.034    0.034 formatter.py:1(<module>)
        7    0.000    0.000    0.000    0.000 memoization.py:27(decorator)
        1    0.000    0.000    0.000    0.000 basic.py:126(Basic)
        2    0.000    0.000    0.000    0.000 hatch.py:161(__init__)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
       16    0.000    0.000    0.000    0.000 patches.py:310(get_data_transform)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        7    0.000    0.000    0.000    0.000 gridspec.py:416(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:104(_set_new_active_manager)
        3    0.000    0.000    0.001    0.000 ctx_base.py:42(__init__)
        1    0.000    0.000    0.000    0.000 carcassonne_game_state.py:19(__init__)
        2    0.000    0.000    0.000    0.000 offsetbox.py:291(get_offset)
        1    0.000    0.000    0.002    0.002 Image.py:602(_copy)
        1    0.000    0.000    0.000    0.000 ntheory.py:6(<module>)
      6/4    0.000    0.000    0.000    0.000 _pytree.py:845(_tree_flatten_helper)
        2    0.000    0.000    0.001    0.001 __init__.py:476(metadata)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
        2    0.000    0.000    0.002    0.001 figure.py:2760(_get_renderer)
        1    0.000    0.000    0.000    0.000 io_adapter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:55(OrderedSet)
        1    0.000    0.000    0.000    0.000 mathml.py:1(<module>)
       74    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
        1    0.000    0.000    0.000    0.000 _flat_param.py:209(FlatParameter)
        1    0.000    0.000    0.000    0.000 sdm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _wrap_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
       39    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        8    0.000    0.000    0.000    0.000 _ops.py:727(__str__)
        1    0.000    0.000    0.126    0.126 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:159(Version)
        1    0.000    0.000    0.000    0.000 wrap.py:187(ModuleWrapPolicy)
        1    0.000    0.000    0.000    0.000 tensor.py:92(TensorVariable)
        1    0.000    0.000    0.000    0.000 graph_transform_observer.py:2(<module>)
       20    0.000    0.000    0.000    0.000 linalg.py:35(linalg_errors)
        9    0.000    0.000    0.000    0.000 _ops.py:688(_namespace)
       11    0.000    0.000    0.002    0.000 traitlets.py:1124(compatible_observer)
        1    0.000    0.000    0.001    0.001 finitefield.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:150(register_decomposition)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:166(VecAVX512)
        1    0.000    0.000    0.000    0.000 domain.py:18(Domain)
       16    0.000    0.000    0.000    0.000 legend_handler.py:94(adjust_drawing_area)
        2    0.000    0.000    0.014    0.007 offsetbox.py:363(get_window_extent)
        2    0.000    0.000    0.000    0.000 __init__.py:808(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:715(__setitem__)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
        1    0.000    0.000    0.000    0.000 polyerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:3(<module>)
        1    0.000    0.000    0.000    0.000 embedding.py:3(<module>)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
        4    0.000    0.000    0.066    0.016 __init__.py:9(_load_module)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.011    0.011 constructor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:2560(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.001    0.000 config.py:1(<module>)
       12    0.000    0.000    0.000    0.000 polytools.py:68(_polifyit)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
        1    0.000    0.000    0.001    0.001 elliptic_integrals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:4(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:1858(_is_torchscript_zip)
       61    0.000    0.000    0.000    0.000 symbolic_helper.py:1713(_apply_params)
        6    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
        4    0.000    0.000    0.000    0.000 gridspec.py:621(rowspan)
        4    0.000    0.000    0.001    0.000 __init__.py:178(decomposition_decorator)
        1    0.000    0.000    0.000    0.000 _random_ops.py:3(<module>)
        5    0.000    0.000    0.000    0.000 _ops.py:1291(__getattr__)
        6    0.000    0.000    0.000    0.000 optimizer.py:216(_get_scalar_dtype)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value_ranges.py:119(ValueRanges)
       40    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       10    0.000    0.000    0.000    0.000 functools.py:958(__init__)
        3    0.000    0.000    0.003    0.001 axis.py:2339(__init__)
       28    0.000    0.000    0.000    0.000 _internal.py:135(is_off_by_default)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        3    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 libintmath.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 kind.py:3(<module>)
       25    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:690(_draw_disabled)
        1    0.000    0.000    0.002    0.002 config.py:7(<module>)
        1    0.000    0.000    0.000    0.000 side_effects.py:70(SideEffects)
        1    0.000    0.000    0.000    0.000 printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:442(Dummy)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:2(<module>)
        6    0.000    0.000    0.000    0.000 _pytree.py:907(tree_leaves)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1233(DMP_Python)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:110(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common_rules.py:2(<module>)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:305(wrapper)
        2    0.000    0.000    0.000    0.000 legend.py:1099(set_bbox_to_anchor)
       11    0.000    0.000    0.000    0.000 Image.py:3457(register_extension)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:1851(kwargs)
       14    0.000    0.000    0.000    0.000 common_op_utils.py:51(_register_default_op)
       16    0.000    0.000    0.001    0.000 legend_handler.py:77(_update_prop)
        1    0.000    0.000    0.000    0.000 simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1202(Rational)
        1    0.000    0.000    0.001    0.001 _modified.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pyplot.py:4336(title)
        4    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _base.py:1764(set_box_aspect)
       15    0.000    0.000    0.000    0.000 decorator.py:126(doctest_depends_on)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1732(DUP_Flint)
        1    0.000    0.000    0.000    0.000 symbolic_opset20.py:2(<module>)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2986(_builtin_function_ids)
        1    0.000    0.000    0.000    0.000 random.py:3(<module>)
        1    0.000    0.000    0.015    0.015 ctx_fp.py:1(<module>)
        4    0.000    0.000    0.000    0.000 symbolic_convert.py:712(__init__)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2573(atan)
        2    0.000    0.000    0.372    0.186 pyplot.py:2793(tight_layout)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 animation.py:159(setup)
        3    0.000    0.000    0.000    0.000 gridspec.py:313(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:2953(Infinity)
        1    0.000    0.000    0.000    0.000 funcname_cache.py:1(<module>)
        9    0.000    0.000    0.001    0.000 utils.py:59(lookup_op)
        6    0.000    0.000    0.000    0.000 traitlets.py:507(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        3    0.000    0.000    0.000    0.000 figure.py:1494(add_gridspec)
        1    0.000    0.000    0.000    0.000 backend_agg.py:58(RendererAgg)
       10    0.000    0.000    0.000    0.000 utils.py:75(is_functional_schema)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:58(pretty_try_use_unicode)
        1    0.000    0.000    0.000    0.000 array.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1937(_decorator)
        1    0.000    0.000    0.000    0.000 context.py:23(Diagnostic)
       23    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.001    0.001 kind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomials.py:1210(laguerre)
        1    0.000    0.000    0.000    0.000 _tp_conv.py:4(<module>)
       12    0.000    0.000    0.000    0.000 decorators.py:280(<dictcomp>)
        1    0.000    0.000    0.000    0.000 exponential.py:607(log)
       21    0.000    0.000    0.000    0.000 domain.py:379(__call__)
        1    0.000    0.000    0.000    0.000 mock.py:1288(__call__)
        3    0.000    0.000    0.000    0.000 init.py:15(_no_grad_uniform_)
